claim,label
"Dünya üzerinde 244 milyon göçmen var, bunun 60 milyonu yerinden zorla göç ettirilmiş insanlar.",true
"Geçen 2 yılda ekonomi %6,5 oranında küçüldü.",mostly true
Avrupa'da yüksek okullaşma oranında birinci sıradayız.,mostly false
94 Prozent der Corona-Toten sind nicht daran gestorben,false
Sokağa çıkma yasakları sırasında 158 sivil hayatını kaybetti.,true
"Die Statistik des RKI lügt. Selbst ein positiv getesteter Selbstmörder, dessen Todesursache offensichtlich nicht Corona ist, kommt in die Statistik der Coronatoten.",true
"Eşcinseller kan verme konusunda risk grubundadır. AIDS virüsü eşcinsellerde yoğun olarak gözükür""",false
Videonun Bayburt'ta İstiklal Marşı okunurken ayağa kalkmayan protokolü gösterdiği iddiası,true
Vor Schulen in „KH“ versucht ein Mann in einem „weißen Bulli“ Kinder anzusprechen und ins Auto zu locken.,false
Fındığın alım fiyatı 13 yıl önce 5 dolar iken şu anda 2 dolar bile değil.,mostly true
"2002'ye göre maaş ve ücretlerdeki reel erime, alım gücündeki azalma, maruz kalınan sosyal ve ekonomik depremin açık ispatıdır.",false
"Einem Bericht des UNHCR zufolge erhielten weniger als drei Prozent der Bootsmigranten, die im letzten Jahr in Italien ankamen, einen sogenannten Flüchtlingsstatus.",mostly false
Görüntülerin Dominik kıyılarındaki plastik kirliliğini gösterdiği iddiası,true
Die Stadtwerke Mühlhausen laden ihre Elektroautos mit einem Dieselgenerator auf,false
15 Anhänger der Identitären Bewegung wurden am 25. November in Paris wegen Waffenbesitzes festgenommen.,false
"Geçen 2 yılda ekonomi %6,5 oranında küçüldü.",mostly true
OECD ülkelerinin hiçbirinde 65 yaş öncesi emeklilik yok.,false
Çankırı’nın dışında tüm illerde hava kirliliği PM 10 değerini aşıyor.,mostly true
Türkiye yayıncılık sektörü büyüklüğü açısından dünyanın 12’inci büyük ülkesidir,mostly true
Jörg Meuthen: Der nächste grüne Wahnsinn droht – Alle Klingelschilder weg,false
Geçmiş yıllarda kendi üretimi kendine yettiğinden canlı hayvan ve et ihracatı yapan Türkiye uygulanan yanlış politikalar nedeniyle hayvancılıkta ithalatçı konuma gelmiştir.,mostly true
"Eine Frau soll in Chemnitz von mehreren Männern belästigt worden sein. Zwei ihr zu Hilfe eilende Männer wurden mit Messern schwerst verletzt. Es wird berichtet, dass nun auch der zweite seinen schweren Verletzungen erlegen ist.",false
پیش‌بینی شیوع ویروس کرونا از ووهان در کتابی که در ۱۹۸۱ چاپ شد.,false
Yaklaşık son 1 yıl içerisinde 800 bin insanımıza iş sağladık.,true
"Cumhurbaşkanı bütçelerine bakalım. Ahmet Necdet Sezer'in 7 yılda harcadığı 167,4 milyon lira. Abdullah Gül 7 yılda 722 milyon lira harcadı. Erdoğan'ın, 1,5 yılda harcadığı para 2 milyar 800 milyon lira.",mostly true
Der Hessischen Rundfunk hat die Meldung über das Ende der Union verbreitet.,false
"(Açıklanan Mart 2014 işsizlik rakamları üzerine) Şu anda 1,5 milyon istihdam artışı sağlamışız.",mostly false
موسسات معتبر بین‌المللی ایران را جزو امن‌ترین کشورهای جهان برای سفر معرفی کرده‌اند.,mostly true
Der Polizist in Ostritz sei ein Rechtsrock-Sänger,false
Die Anwesenheit des Kindes in der Schule reicht laut WHO als Einwilligung zur Impfung,mostly true
درآمد پزشکان ایرانی (با احتساب برابری قدرت خرید) بیش از همه جای دنیا است.,mostly true
"Avrupa Birliği ve OECD ülkeleri arasında hazırlanan rapora göre, Sosyal Adalet Endeksi’nde Türkiye, 41 ülke arasında 40. sırada",true
Düzce Belediyesi'nin Atatürk heykelini yıkıp Rabia heykeli diktiği iddiası,mostly false
Oy pusulaları üzerinde oy kullanılacak ilin isminin yazılı olması gerektiği iddiası,true
Videoların yeni İstanbul Havalimanı’nda su baskını yaşandığını gösterdiği iddiası,true
Periyodik tablonun mucidi Çanakkale Savaşı'nda öldürüldü iddiası,mostly false
Angebliches Nasa-Satellitenfoto von Bränden in Australien,mostly false
Suriyelilere alışverişlerde yüzde 50 indirim sağlayan Ak Kart verildi iddiası,false
"BBG LIVE ist hier: REWE (Karlsplatz 25, Bernburg).",true
"Enflasyon yüzde 30’tu, şimdi tek haneli rakamda.",true
İnsan hakları aktivisti Esra el Gamham hakkında Suudi Arabistan'da idam kararı verildiği iddiası,mostly false
Türkiye DEAŞ'ı 2013'te terör örgütü olarak gören ve kabul eden ilk ülkedir.,false
"Opera, bale ve korolarda seyirciden, esere; sanatçıdan, salona tüm sayıları azaldı",true
Pharma-Milliardär wegen Verschwörung und Drogenkartell verhaftet.,mostly true
Zitat von Robert Habeck: „Vaterlandsliebe fand ich stets zum Kotzen. Ich wusste mit Deutschland noch nie etwas anzufangen und weiß es bis heute nicht.“,true
Foto und angebliches Zitat von Susanne Hennig-Wellsow,false
Subway Surfers oyunundaki karakter hayatını kaybetmiş bir çocuktan esinle tasarlanmadı,false
"Aussage von Julia Klöckner zu Erntehelfern beweist, dass Asylbewerber monatlich mehr Geld haben als Rentner",false
Cumhurbaşkanı ve Adalet ve Kalkınma Partisi’nin Genel Başkanı Recep Tayyip Erdoğan 5 buçuk yıllık görev süresi boyunca kendisine tanınan bir anayasal hakkı ilk kez kullandı ve bir kanunu veto etti,true
Bütün dünyada doların değer kazanması sonrasında ulusal para birimlerinde benzer bir trend yaşanıyor.,mostly false
Merkez Bankası son 8 yılda 6 kez enflasyon hedefini ıskalamıştır,true
"2003’te hanehalkı borcunun gelire oranı yüzde 5,1 iken, bu oran 2014’ün ilk 6 ayında yüzde 54 oldu.",true
Almanya'daki polis köpekleri ne zaman emekli oluyor? Ne kadar maaş alıyor?,mostly false
تصویر بیلبوردی در شیکاگو حاوی توصیه‌های بهداشتی منسوب به پیامبر اسلام,true
Videonun iki Türk’ün ABD’de mahkemeye çıktığını gösterdiği iddiası,true
Son 10 yılda kadın istihdam artışında bütün AB üyelerinin oluşturduğu istihdamın üzerine çıktık. Hem sayı hem oran olarak onları geride bıraktık.,false
Ben 2002’de Hazineden sorumlu bakan olarak başladığımda Türkiye’de faizler %66 idi. Enflasyon %29’du. Ülkede 35 yıl çift haneli enflasyon görmüştük. Tek haneli enflasyonu Türkiye’de hemen birkaç yıl içerisinde gördük.,mostly true
Senioren bezahlen doppelt so viel wie Flüchtlinge für eine Monatskarte in Hamburg,mostly true
"Achtung Herr Pistorius, es gibt noch mutige Polizisten in Niedersachsen!",false
"Da die Corona-Zahlen immer auf 100.000 Einwohner berechnet würden, würden für kleinere Gemeinden viel höhere Fallzahlen angegeben als tatsächlich existieren.",mostly false
"Diyarbakır’da hava trafiği son 10 yıl içerisinde 10 kat arttı. Taşınan insan sayısı 200 binin altındayken, şu an 2 milyonun üzerine çıktı.",mostly false
"Diyarbakır’a 12 yılda, 16 milyar lira yatırım yaptık",false
"BBG LIVE ist hier: REWE (Karlsplatz 25, Bernburg).",true
Videonun Endonezya’da düşen uçağın içerisinden kaydedilen son anları gösterdiği iddiası,false
A Haber'e çıkan kişinin Harvard Üniversitesi’nde çalışmadığı ve unvanının profesör olmadığı iddiası,mostly false
1980-2002 arası Türkiye’nin ödediği faiz 135 milyar lira. 2002-2014 arası ödediği faiz ise 598 milyar lira,mostly true
2015 yılında bin 700 işçi hayatını iş kazalarında kaybetti. 2016 Ocak ayında ise 110 işçi iş kazalarında yaşamını kaybetti.,true
Hindistan sinemalarında filmlerden önce ulusal marş okunacak,true
"Kemal Kılıçdaroğlu yine 'Türkiye'de demokrasi yok' demeyi tercih etti. Yani seçimden daha yeni çıkmışız. Bugün Avrupa'da seçimler öyle yüzde 45, yüzde 50, yüzde 55'lerde iken, ülkemizde yüzde 87 gibi bir katılımla seçim yapıyoruz.",mostly false
stimmung.co,false
"Die Corona-Maßnahmen der Regierung waren unnötig und unwirksam, das zeigt die Reproduktionszahl des Virus",mostly false
"Bugün yer kürede yer alan doğalgaz rezervlerinin %70'i, petrol rezervlerinin ise %60'ı komşularımızın topraklarında bulunuyor. Ayrıca ülkemiz Avrupa'nın 4., dünyanın en büyük 18. doğalgaz piyasası konumundadır",mostly false
schon komisch das es nur bei uns Probleme mit feinstaub und Dieselfahrverbote gibt,false
Slyvia Löhrmann wechselt von Dienstwagen in Hybrid-Auto,mostly true
Iraklı din adamının Iraklı bir Atatürk'e ihtiyacımız var dediği iddiası,true
Vater von Tobias R. ist Grüner,mostly false
Thüringen: Blumenstraußwerferin will geheime Wahlen abschaffen,mostly false
"İsrail ve ABD'nin... yaptıkları tetikleme, Gölcük'teki o büyük depremi meydana getiriyor.",false
NASA pahalı uzay kalemleri geliştirirken Sovyetler Birliği kurşun kalem mi kullanıyordu?,false
"2002'de vatandaşlar 6 kilo et yiyormuş, şu anda 15 kilo yiyor.",mostly false
2020’de yaşanan depremlerde en çok can kaybının Türkiye'de olduğu iddiası,true
"TBMM’de denetim yetkisini kullanan, hukukun üstünlüğünü savunan tek bir parti var, o da CHP’dir",false
İçişleri Bakanlığı logosu bulunan seçim görevlisi kartlarıyla ilgili iddia,true
Sırbistan’ın Dukat köyündeki okulun tek bir öğrenci için yeniden açıldığı iddiası,true
İşsizlik rakamları yüzde 8.8'e düştü. AB ortalaması yüzde 13.,mostly false
جایگاه ایران در شاخص نوآوری از رتبه ١٢٠ به ۶۱ رسیده است.,true
Der Rundfunkbeitrag sei überlastet wegen Anfragen von „Hallo Meinung“,false
Zwei Kinder werden vermisst.,mostly true
روحانیت پایین‌ترین رقم دریافتی حقوق را در کشور دارد.,false
"Akkuyu ve Sinop Nükleer Güç Santrallerinin devreye girmesiyle, enerji ihtiyacımızın en az yüzde 10'luk kısmını buradan karşılayacağız.",true
"Akıl yollarıyla ülkemizin her yerini donattık, bilgi toplumu seviyesini… için Türkiye’yi Afrika seviyesinden aldık, Avrupa’nın ilk 5 ülkesi arasına soktuk.",false
Dünya Sağlık Örgütü’nün hidroksiklorokin kullanımını durdurduğu iddiası,mostly false
"Türkiye, internet hızında Avrupa sonuncusu",true
AKP döneminde kapatılan Dr. Refik Saydam Hıfzıssıhha Enstitüsü ile aşı üretimlerimiz artık hayal olmuştur. 100 yılı geçkin bir zamandan beri aşı üreten ülkemiz AKP'nin iktidar olduğu 2000'li yılların başında bu özelliğini yitirmiş ve aşıları yurt dışından satın alır hale gelmiştir,mostly false
Google'ın devlet destekli hacker uyarısı ne anlama geliyor?,true
2002 yılında 847 bin kişi kredi kartı borcuna sahip. Haziran 2014 itibariyle 3 milyon 165 bin kişi olmuş. Borçlar 334 Milyar TL’ye çıkmış.,false
Fotoğrafın 5 litrelik yağ şişelerinin eksik doldurulduğunu gösterdiği iddiası,false
Vatandaşların bankalara 424 milyar borcu bulunuyor.,true
Dünyada terörden zarar gören ülkelerin başında Türkiye de gelmektedir.,true
okuma yazma oranınımız neredeyse yüzde 100'lere yaklaştı,mostly true
Türkiye normalleşme döneminde ekonominin tüm göstergelerinde kıyas ülkelerin tamamına göre pozitif ayrışan ülkelerden biri oldu,mostly false
9 ile başlayan kimlik numaraları ve Suriyeliler'in oy kullanmasına ilişkin iddia,true
"Derlenen verilere göre, 2008’de 256 bin (…) 2017 yılında 600 bin dolayında olan hırsızlık vakası toplumu can ve mal güvenliği açısından tedirgin etmektedir.",mostly true
"(Küresel ısınmanın Türkiye üzerine etkisi hakkında) Türkiye genelinde yağış miktarı geçen yıl ortalamalarına göre yüzde 37,5 oranında azaldı",mostly true
"İş kazası oranı AB ülkelerinde yüzbinde 1.8 iken, Türkiye'de bu rakam 15.4'dür.",mostly false
Videonun ABD'de Covid-19 nedeniyle ölenler için oluşturulan toplu mezarları gösterdiği iddiası,false
"İstanbul’da 27 Eylül 2019’da 6,4 büyüklüğünde bir deprem olmadı",false
"Terör örgütünün bu terör faaliyetleri neticesinde turizm gelirlerine, turist sayısına, gidiş gelişlerine baktığımız zaman binde 38'lik bir kayıp var.",false
"18 yılda Türkiye’yi, dünyanın en kırılgan ekonomileri liginde, ilk beşin değişmez ülkesi yaptınız. Bugünlerde de Arjantin ve Gürcistan’la beraber ilk üçte dolaşıyoruz.",true
İzmir depremi sonrası kan ihtiyacı olduğu iddiası,false
1998 yılındaki 8 yıllık zorunlu eğitimin ardından çocuk gelin sayısında azalma olmuştur...,mostly true
Wegen Coronavirus: in Hongkong zerstören die Menschen die 5G Masten,false
"Vielleicht ein Grund, dass alle mal Zuhause bleiben. So schauts in Italien aus.",mostly false
"Neredeyse Türkiye, Çek Cumhuriyeti ile ticaret hacminin çok üstünde bütçesinden oraya (Suriye’ye) para harcıyor ama kan akmaya da devam ediyor.",true
Nach AfD-Wahlerfolg im Osten: ZEIT-Autor fordert gezielten Völkermord durch Migration,false
Fotoğrafın Caddebostan’da şarbon hastalığı taşıyan sahile vurmuş ölü bir ineği gösterdiği iddiası,false
Fotoğrafın İmamoğlu'nun boynundaki haç şeklinde kolyeyi gösterdiği iddiası,false
۲ درصد از کل صفحات وب دنیا به زبان فارسی‌ است و در این حوزه زبان فارسی از عربی و چینی پیشی گرفته است,mostly true
"Geçen yıl aynı dönemde 1,8 milyar TL faiz dışı fazla varken, bu yıl faiz dışı bütçe açığı da 12,3 milyar TL’ ye ulaşarak yeni bir rekora imza atmıştır.",true
"Die Grünen seien Schuld an Buschbränden, da sie kontrolliertes Abbrennen von Unterholz gestoppt haben",false
Et fiyatlarının düşürülmesi amacıyla gerçekleştirilen hayvan ithalatı et fiyatlarını düşürmedi.,true
"Enflasyon yüzde 30’tu, şimdi tek haneli rakamda.",true
ABD’de nükleer enerjinin payı artacak.,false
Michael Schumacher: Seine Familie macht Schluss mit dem Versteckspiel,mostly false
(2010–2014 arası)… Yüzde 40 oranında devlet hastanelerinde ölüm oranında artış oldu.,true
Gördüğünüz her üç öğretmenden ikisi bizim dönemimizde atanmıştır.,true
"...ülkemiz on iki yıllık AKP döneminde, net 164 bin 222 dekar ormanını kaybetmiştir.",mostly false
"Geçtiğimiz kırk yılda Türkiye 2,5 milyon hektar sulak alanın yarısını ne yazık ki kaybetti.",true
"Bizim görevde olduğumuz dönemde, benim bakanlıktan ayrıldığım dönemde Hazine yaklaşık yüzde 10 faizle borçlanıyordu. Enflasyon %7 idi.",mostly true
Fotoğraflar Türkiye'de organları çalınan Suriyeli çocukları göstermiyor,false
Französische Ärzte legen Kittel nieder aus Protest gegen Corona-Schwindel,mostly false
"AKP, son 2 yıldır hangi gıdanın fiyatı artarsa ithalata başvuruyor. Patates fiyatları artıyor, patates ithalatı yapılıyor. Et fiyatı artıyor, et ithalatı yapılıyor, arpa fiyatı artıyor, arpa ithalatı yapılıyor.",mostly true
کنگره آمریکا در دو سال گذشته (۹۶ و ۹۷)، ۲۲۶ طرح و لایحه علیه جمهوری اسلامی ایران ارائه و یا تصویب کرده است.,mostly true
"Der Begriff „Black Friday“ entstand aus der Praxis, Sklaven am Tag nach Thanksgiving zu verkaufen.",false
Polizei schließt sich Spaziergang gegen Corona-Maßnahmen an,false
Erdoğan'ın Suriyelilere kitlesel vatandaşlık vermesinin modern dünyada eşi yok.,mostly true
Son 15 yılda trafik kazalarında can kaybını yüzde 30 aşağı çektik.,mostly false
"Adalet Bakanlığı verilerine göre uyuşturucudan ölenlerin sayısı 2011 yılında 105, 2016 yılında 920, 2017 yılında 941 olmuştur. Son yıllarda uyuşturucudan ölenlerin sayısı 10 kat arttı.",mostly false
"Video suggeriert, der Grünen-Politiker Robert Habeck wolle ein System wie in China",mostly false
Başbakanlık Osmanlı Arşivleri'nin eski binasının otele dönüştürüldüğü iddiası,true
Ekkehart Rackete arbeitet in der Rüstungsindustrie,true
"AK Parti döneminde yapılan yıllık ortalama yatırım, kendisinden önceki dönemin millî gelire oranının 1.3 puan altındadır.",true
Asgari ücret 8 Avrupa Birliği ülkesinden fazla...,true
"OECD, Türkiye’nin de içinde yer aldığı 8 devletin orta gelirli ülkeler sınıfından yüksek gelirli ülkeler sınıfına geçtiğini açıkladı.",false
... son 3 yılda hırsızlık ve yolsuzluk gibi olaylar yüzde 68 nispetinde artarak 50 binden 84 bine ulaştı.,mostly true
